Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-01019,2025-07-05,2025-07-07,CUST-0312,Small Business,Central,Texas,Dallas,Office Supplies,Paper,Premium Printing Paper,229.87,6,0.1,39.29
ORD-00909,2025-07-05,2025-07-09,CUST-0255,Consumer,East,Florida,Jacksonville,Furniture,Chairs,Visitor Chair,410.74,4,0.15,28.36
ORD-00107,2025-07-05,2025-07-06,CUST-0181,Small Business,East,Pennsylvania,Allentown,Office Supplies,Storage,File Storage Box,54.56,3,0.2,8.05
ORD-00967,2025-07-05,2025-07-07,CUST-0136,Corporate,East,Georgia,Atlanta,Furniture,Tables,Meeting Table,3026.27,6,0.1,361.66
ORD-00615,2025-07-05,2025-07-07,CUST-0026,Consumer,Central,Illinois,Chicago,Technology,Accessories,Mechanical Keyboard,434.71,6,0.05,60.56
ORD-00127,2025-07-05,2025-07-07,CUST-0014,Consumer,Central,Wisconsin,Madison,Office Supplies,Binders,Document Folder Set,15.52,1,0.0,4.33
ORD-00027,2025-07-05,2025-07-10,CUST-0060,Corporate,East,Georgia,Savannah,Technology,Laptops,Ultrabook Air 13,7497.58,7,0.05,1153.55
ORD-01472,2025-07-06,2025-07-08,CUST-0047,Small Business,Central,Wisconsin,Milwaukee,Technology,Phones,Smartphone Pro 12,1308.16,2,0.2,107.91
ORD-00250,2025-07-06,2025-07-10,CUST-0016,Consumer,East,New York,Buffalo,Office Supplies,Binders,Premium Binder,14.62,1,0.15,2.43
ORD-00688,2025-07-06,2025-07-11,CUST-0327,Corporate,Central,Michigan,Grand Rapids,Technology,Phones,Smartphone Pro 12,671.23,1,0.2,55.59
ORD-00748,2025-07-06,2025-07-09,CUST-0181,Consumer,East,New York,Rochester,Furniture,Tables,Side Table,639.96,4,0.05,72.12
ORD-00148,2025-07-07,2025-07-08,CUST-0379,Consumer,Central,Ohio,Cleveland,Furniture,Chairs,Executive Chair,1696.66,4,0.0,238.01
ORD-01098,2025-07-07,2025-07-08,CUST-0156,Consumer,South,Louisiana,Shreveport,Furniture,Chairs,Executive Chair,2959.99,7,0.0,437.1
ORD-00097,2025-07-07,2025-07-08,CUST-0397,Corporate,West,Washington,Tacoma,Technology,Accessories,USB-C Hub,184.98,4,0.1,23.48
ORD-00185,2025-07-07,2025-07-09,CUST-0336,Consumer,West,Nevada,Reno,Technology,Laptops,Ultrabook Air 13,6902.76,6,0.0,1444.4
ORD-00952,2025-07-07,2025-07-08,CUST-0038,Consumer,South,Louisiana,Shreveport,Office Supplies,Paper,Premium Printing Paper,124.37,3,0.1,23.03
ORD-00611,2025-07-07,2025-07-08,CUST-0050,Consumer,Central,Ohio,Cincinnati,Furniture,Tables,Side Table,1152.96,7,0.0,161.57
ORD-00964,2025-07-09,2025-07-10,CUST-0146,Small Business,South,Tennessee,Nashville,Technology,Laptops,Gaming Laptop G5,2841.36,2,0.0,496.68
ORD-01064,2025-07-09,2025-07-10,CUST-0152,Corporate,West,Oregon,Eugene,Technology,Laptops,Gaming Laptop G5,2434.94,2,0.1,343.22
ORD-01330,2025-07-10,2025-07-12,CUST-0208,Consumer,South,North Carolina,Greensboro,Office Supplies,Binders,Premium Binder,99.79,6,0.05,22.04
ORD-00567,2025-07-10,2025-07-15,CUST-0188,Consumer,South,Alabama,Montgomery,Technology,Accessories,USB-C Hub,43.14,1,0.15,3.59
ORD-00607,2025-07-10,2025-07-12,CUST-0202,Corporate,Central,Michigan,Grand Rapids,Furniture,Chairs,Ergonomic Office Chair,190.03,1,0.2,9.58
ORD-00689,2025-07-10,2025-07-14,CUST-0132,Consumer,Central,Wisconsin,Milwaukee,Technology,Phones,5G Phone Max,495.35,1,0.2,37.02
ORD-01402,2025-07-10,2025-07-15,CUST-0364,Consumer,Central,Texas,Houston,Furniture,Desks,Standing Desk,784.93,2,0.15,55.2
ORD-00449,2025-07-10,2025-07-12,CUST-0130,Corporate,East,Pennsylvania,Allentown,Office Supplies,Binders,Document Folder Set,72.88,6,0.15,11.34
ORD-00777,2025-07-11,2025-07-12,CUST-0024,Corporate,South,Tennessee,Nashville,Office Supplies,Paper,Copy Paper Box,144.33,7,0.3,9.73
ORD-00214,2025-07-11,2025-07-16,CUST-0240,Consumer,East,Florida,Tampa,Technology,Phones,5G Phone Max,2133.6,4,0.2,134.91
ORD-00341,2025-07-11,2025-07-14,CUST-0273,Consumer,East,New York,New York City,Technology,Phones,Smartphone Pro 12,2221.16,3,0.0,421.73
ORD-00053,2025-07-11,2025-07-15,CUST-0030,Corporate,South,South Carolina,Columbia,Office Supplies,Storage,Archive Box Set,81.96,3,0.2,10.71
ORD-01235,2025-07-11,2025-07-13,CUST-0021,Consumer,East,New York,Rochester,Office Supplies,Binders,Premium Binder,104.97,7,0.15,19.36
ORD-00954,2025-07-12,2025-07-17,CUST-0254,Corporate,South,Alabama,Birmingham,Technology,Accessories,USB-C Hub,291.56,6,0.0,54.6
ORD-01056,2025-07-12,2025-07-14,CUST-0224,Consumer,Central,Illinois,Springfield,Furniture,Tables,Meeting Table,358.7,1,0.3,-2.08
ORD-01077,2025-07-12,2025-07-13,CUST-0080,Corporate,South,South Carolina,Columbia,Furniture,Chairs,Ergonomic Office Chair,1761.21,7,0.0,253.47
ORD-00498,2025-07-13,2025-07-15,CUST-0298,Consumer,East,Virginia,Virginia Beach,Technology,Phones,Smartphone Pro 12,5305.72,7,0.05,751.1
ORD-01413,2025-07-13,2025-07-17,CUST-0276,Corporate,East,Pennsylvania,Philadelphia,Technology,Accessories,USB-C Hub,72.4,2,0.2,5.43
ORD-00471,2025-07-13,2025-07-14,CUST-0140,Corporate,Central,Illinois,Chicago,Office Supplies,Paper,Recycled Paper Pack,53.05,2,0.05,12.44
ORD-00905,2025-07-13,2025-07-18,CUST-0396,Corporate,Central,Texas,San Antonio,Technology,Phones,5G Phone Max,2722.22,5,0.2,166.47
ORD-00602,2025-07-13,2025-07-15,CUST-0010,Small Business,East,Virginia,Richmond,Office Supplies,Binders,A4 Ring Binder,60.65,7,0.3,4.86
ORD-00234,2025-07-13,2025-07-16,CUST-0065,Consumer,West,Oregon,Eugene,Furniture,Tables,Side Table,301.24,2,0.1,29.03
ORD-00312,2025-07-14,2025-07-19,CUST-0207,Consumer,Central,Ohio,Cleveland,Office Supplies,Binders,A4 Ring Binder,73.1,6,0.0,15.89
ORD-00267,2025-07-14,2025-07-18,CUST-0279,Consumer,East,Florida,Jacksonville,Office Supplies,Binders,A4 Ring Binder,50.89,4,0.0,12.4
ORD-00111,2025-07-15,2025-07-17,CUST-0306,Small Business,South,Alabama,Mobile,Technology,Laptops,Business Laptop 14,1587.28,2,0.05,200.88
ORD-01375,2025-07-15,2025-07-16,CUST-0161,Small Business,South,South Carolina,Charleston,Office Supplies,Storage,Archive Box Set,85.47,3,0.2,12.48
ORD-00694,2025-07-15,2025-07-17,CUST-0110,Consumer,Central,Michigan,Detroit,Office Supplies,Binders,Document Folder Set,67.7,5,0.05,14.43
ORD-00845,2025-07-15,2025-07-18,CUST-0003,Corporate,West,Arizona,Tucson,Office Supplies,Storage,Archive Box Set,191.71,6,0.05,34.55
ORD-01269,2025-07-16,2025-07-21,CUST-0086,Small Business,East,Georgia,Savannah,Office Supplies,Binders,Premium Binder,95.82,5,0.0,18.81
ORD-00182,2025-07-17,2025-07-18,CUST-0350,Corporate,East,Virginia,Norfolk,Furniture,Chairs,Ergonomic Office Chair,921.15,4,0.05,98.92
ORD-01025,2025-07-17,2025-07-19,CUST-0069,Consumer,East,Virginia,Virginia Beach,Office Supplies,Storage,Desktop Organizer,102.17,4,0.1,20.88
ORD-00550,2025-07-17,2025-07-22,CUST-0393,Corporate,East,Virginia,Virginia Beach,Office Supplies,Paper,Recycled Paper Pack,90.89,4,0.15,14.56
ORD-01133,2025-07-17,2025-07-18,CUST-0028,Consumer,West,Arizona,Tucson,Office Supplies,Binders,Document Folder Set,80.37,6,0.1,11.99
ORD-00893,2025-07-18,2025-07-19,CUST-0249,Consumer,South,Louisiana,Baton Rouge,Office Supplies,Storage,Desktop Organizer,100.74,4,0.0,20.02
ORD-01200,2025-07-18,2025-07-22,CUST-0138,Consumer,West,Arizona,Phoenix,Office Supplies,Storage,Desktop Organizer,24.39,1,0.1,4.21
ORD-01340,2025-07-19,2025-07-24,CUST-0293,Corporate,West,Arizona,Phoenix,Furniture,Tables,Meeting Table,3748.55,7,0.0,695.51
ORD-00801,2025-07-19,2025-07-21,CUST-0061,Consumer,Central,Michigan,Grand Rapids,Office Supplies,Paper,Copy Paper Box,97.39,3,0.0,24.3
ORD-01028,2025-07-19,2025-07-24,CUST-0384,Consumer,East,Georgia,Augusta,Furniture,Chairs,Ergonomic Office Chair,1495.39,7,0.15,94.16
ORD-01304,2025-07-19,2025-07-23,CUST-0243,Corporate,East,Virginia,Richmond,Technology,Laptops,Business Laptop 14,3800.61,4,0.0,678.63
ORD-01211,2025-07-20,2025-07-21,CUST-0170,Consumer,South,Tennessee,Nashville,Office Supplies,Paper,Recycled Paper Pack,110.79,4,0.0,30.07
ORD-00201,2025-07-20,2025-07-25,CUST-0227,Corporate,South,Alabama,Birmingham,Technology,Accessories,USB-C Hub,149.66,4,0.2,9.89
ORD-00620,2025-07-20,2025-07-21,CUST-0320,Small Business,South,Tennessee,Nashville,Office Supplies,Paper,Copy Paper Box,34.52,1,0.0,7.98
ORD-00894,2025-07-20,2025-07-21,CUST-0107,Small Business,East,New York,Rochester,Furniture,Tables,Side Table,780.68,6,0.15,59.94
ORD-00047,2025-07-20,2025-07-21,CUST-0010,Corporate,West,Arizona,Tucson,Technology,Phones,Budget Smartphone X,1090.67,3,0.15,115.94
ORD-00753,2025-07-21,2025-07-26,CUST-0252,Consumer,West,Washington,Spokane,Furniture,Chairs,Executive Chair,2647.32,7,0.0,467.75
ORD-01189,2025-07-21,2025-07-22,CUST-0359,Consumer,Central,Ohio,Cleveland,Technology,Phones,Budget Smartphone X,1140.67,3,0.1,134.97
ORD-01310,2025-07-21,2025-07-23,CUST-0074,Consumer,East,New York,Rochester,Technology,Laptops,Ultrabook Air 13,6707.75,7,0.15,535.98
ORD-00809,2025-07-22,2025-07-27,CUST-0373,Consumer,South,Louisiana,New Orleans,Technology,Accessories,USB-C Hub,283.38,6,0.1,28.93
ORD-00988,2025-07-22,2025-07-25,CUST-0138,Consumer,West,Arizona,Tucson,Office Supplies,Storage,Desktop Organizer,131.79,5,0.0,35.9
ORD-00990,2025-07-22,2025-07-24,CUST-0358,Corporate,South,Tennessee,Knoxville,Technology,Laptops,Ultrabook Air 13,5144.87,4,0.0,788.49
ORD-00734,2025-07-23,2025-07-26,CUST-0221,Consumer,East,Pennsylvania,Pittsburgh,Technology,Accessories,USB-C Hub,43.22,1,0.15,3.88
ORD-00474,2025-07-23,2025-07-25,CUST-0248,Consumer,South,Alabama,Birmingham,Furniture,Chairs,Visitor Chair,211.28,2,0.15,15.17
ORD-01368,2025-07-24,2025-07-28,CUST-0078,Consumer,South,Alabama,Mobile,Furniture,Tables,Meeting Table,2974.18,6,0.15,261.46
ORD-00051,2025-07-24,2025-07-26,CUST-0268,Corporate,South,North Carolina,Charlotte,Technology,Accessories,USB-C Hub,92.75,2,0.05,16.02
ORD-00836,2025-07-24,2025-07-28,CUST-0097,Corporate,East,Pennsylvania,Allentown,Furniture,Chairs,Ergonomic Office Chair,849.42,4,0.15,59.74
ORD-01034,2025-07-24,2025-07-27,CUST-0192,Consumer,South,North Carolina,Charlotte,Office Supplies,Binders,A4 Ring Binder,44.46,4,0.0,11.63
ORD-00205,2025-07-25,2025-07-26,CUST-0286,Corporate,East,New York,Rochester,Office Supplies,Storage,Archive Box Set,144.56,4,0.0,35.26
ORD-00431,2025-07-25,2025-07-30,CUST-0256,Small Business,Central,Ohio,Cincinnati,Technology,Accessories,USB-C Hub,227.61,6,0.2,17.69
ORD-00976,2025-07-25,2025-07-30,CUST-0081,Consumer,Central,Wisconsin,Milwaukee,Technology,Laptops,Business Laptop 14,5746.89,6,0.0,916.52
ORD-01321,2025-07-25,2025-07-27,CUST-0357,Consumer,Central,Texas,Dallas,Office Supplies,Storage,Desktop Organizer,74.77,3,0.05,15.41
ORD-00325,2025-07-26,2025-07-29,CUST-0011,Consumer,East,Georgia,Savannah,Technology,Phones,5G Phone Max,2331.07,4,0.15,267.1
ORD-00322,2025-07-26,2025-07-30,CUST-0026,Small Business,South,Alabama,Mobile,Office Supplies,Paper,Premium Printing Paper,227.61,5,0.0,49.75
ORD-01113,2025-07-26,2025-07-31,CUST-0244,Consumer,Central,Illinois,Springfield,Technology,Phones,5G Phone Max,2041.42,3,0.0,383.92
ORD-00485,2025-07-26,2025-07-30,CUST-0308,Consumer,East,Virginia,Virginia Beach,Office Supplies,Binders,Premium Binder,48.78,3,0.05,8.83
ORD-00311,2025-07-26,2025-07-27,CUST-0239,Corporate,South,North Carolina,Raleigh,Technology,Laptops,Gaming Laptop G5,1937.0,2,0.3,29.63
ORD-00251,2025-07-27,2025-07-30,CUST-0132,Small Business,East,Georgia,Atlanta,Furniture,Chairs,Visitor Chair,112.22,1,0.1,10.4
ORD-01190,2025-07-27,2025-08-01,CUST-0067,Consumer,Central,Ohio,Cleveland,Technology,Laptops,Gaming Laptop G5,4076.28,3,0.1,557.47
ORD-00823,2025-07-27,2025-08-01,CUST-0179,Consumer,Central,Ohio,Cincinnati,Office Supplies,Paper,Recycled Paper Pack,101.0,4,0.1,18.38
ORD-01336,2025-07-27,2025-07-30,CUST-0098,Consumer,West,California,San Jose,Office Supplies,Storage,Desktop Organizer,150.67,6,0.1,26.66
ORD-01058,2025-07-27,2025-08-01,CUST-0178,Consumer,West,Oregon,Eugene,Furniture,Tables,Side Table,139.02,1,0.15,11.23
ORD-00831,2025-07-28,2025-08-02,CUST-0370,Consumer,East,Georgia,Atlanta,Office Supplies,Storage,Desktop Organizer,95.07,4,0.15,13.2
ORD-00514,2025-07-29,2025-08-02,CUST-0085,Consumer,Central,Michigan,Detroit,Technology,Laptops,Ultrabook Air 13,4368.08,4,0.15,387.59
ORD-00572,2025-07-29,2025-07-31,CUST-0293,Small Business,Central,Illinois,Springfield,Office Supplies,Storage,File Storage Box,17.66,1,0.15,2.63
ORD-00098,2025-07-29,2025-08-01,CUST-0379,Small Business,West,Arizona,Tucson,Office Supplies,Storage,Desktop Organizer,57.24,2,0.0,13.9
ORD-00864,2025-07-29,2025-07-31,CUST-0191,Corporate,South,Tennessee,Nashville,Furniture,Chairs,Executive Chair,1699.15,5,0.1,153.34
ORD-00278,2025-07-29,2025-08-02,CUST-0334,Consumer,South,Alabama,Birmingham,Technology,Accessories,Wireless Mouse,88.4,3,0.05,13.11
ORD-01231,2025-07-29,2025-08-02,CUST-0160,Consumer,Central,Wisconsin,Milwaukee,Technology,Accessories,Wireless Mouse,54.97,2,0.1,6.01
ORD-01373,2025-07-30,2025-08-02,CUST-0075,Consumer,Central,Texas,Houston,Technology,Accessories,USB-C Hub,295.72,6,0.05,51.39
ORD-00492,2025-07-30,2025-08-01,CUST-0373,Small Business,South,South Carolina,Columbia,Furniture,Tables,Side Table,311.42,2,0.05,45.11
ORD-00180,2025-07-30,2025-08-01,CUST-0319,Corporate,Central,Wisconsin,Madison,Office Supplies,Storage,Archive Box Set,170.19,5,0.0,39.77
ORD-01432,2025-07-30,2025-08-03,CUST-0364,Consumer,West,Nevada,Las Vegas,Technology,Accessories,USB-C Hub,119.99,3,0.15,11.21
ORD-01179,2025-07-31,2025-08-02,CUST-0009,Consumer,South,North Carolina,Greensboro,Technology,Laptops,Ultrabook Air 13,1094.61,1,0.15,88.45
ORD-01247,2025-07-31,2025-08-02,CUST-0088,Consumer,South,North Carolina,Charlotte,Technology,Phones,Smartphone Pro 12,1944.82,3,0.2,156.49
ORD-00269,2025-07-31,2025-08-02,CUST-0306,Corporate,East,Florida,Orlando,Furniture,Desks,Compact Study Desk,1361.14,7,0.1,157.73
ORD-00441,2025-07-31,2025-08-01,CUST-0207,Consumer,Central,Wisconsin,Milwaukee,Technology,Accessories,Mechanical Keyboard,152.9,2,0.0,25.54
ORD-01174,2025-07-31,2025-08-05,CUST-0095,Consumer,South,North Carolina,Greensboro,Furniture,Desks,Standing Desk,1948.89,4,0.0,271.1
ORD-00383,2025-07-31,2025-08-01,CUST-0212,Corporate,East,Georgia,Atlanta,Furniture,Tables,Round Conference Table,793.81,2,0.1,74.69
ORD-01039,2025-07-31,2025-08-03,CUST-0091,Small Business,East,New York,Rochester,Technology,Phones,Smartphone Pro 12,3869.7,6,0.15,447.37
ORD-00912,2025-07-31,2025-08-04,CUST-0117,Corporate,East,Pennsylvania,Pittsburgh,Office Supplies,Storage,File Storage Box,39.5,2,0.1,7.45
ORD-01280,2025-08-01,2025-08-04,CUST-0399,Consumer,South,South Carolina,Charleston,Technology,Accessories,Mechanical Keyboard,73.66,1,0.0,13.75
ORD-00985,2025-08-01,2025-08-02,CUST-0240,Corporate,West,California,Fresno,Technology,Accessories,Wireless Mouse,31.08,1,0.0,4.98
ORD-01075,2025-08-01,2025-08-02,CUST-0339,Corporate,West,Washington,Seattle,Technology,Phones,Smartphone Pro 12,3881.44,5,0.0,681.33
ORD-00219,2025-08-01,2025-08-06,CUST-0375,Consumer,Central,Texas,Austin,Office Supplies,Binders,A4 Ring Binder,48.17,4,0.05,9.84
ORD-01426,2025-08-01,2025-08-04,CUST-0345,Consumer,Central,Michigan,Detroit,Office Supplies,Paper,Recycled Paper Pack,146.46,6,0.15,19.51
ORD-00566,2025-08-02,2025-08-04,CUST-0393,Consumer,Central,Ohio,Cleveland,Office Supplies,Paper,Recycled Paper Pack,145.75,5,0.0,29.32
ORD-01488,2025-08-02,2025-08-05,CUST-0023,Consumer,West,Washington,Seattle,Technology,Laptops,Gaming Laptop G5,1290.57,1,0.05,216.4
ORD-01279,2025-08-02,2025-08-05,CUST-0216,Corporate,Central,Michigan,Grand Rapids,Technology,Laptops,Gaming Laptop G5,1457.62,1,0.0,220.35
ORD-00347,2025-08-02,2025-08-03,CUST-0378,Consumer,West,Arizona,Phoenix,Office Supplies,Paper,Premium Printing Paper,240.43,6,0.1,38.51
ORD-01040,2025-08-03,2025-08-06,CUST-0038,Small Business,East,Florida,Tampa,Technology,Laptops,Gaming Laptop G5,2768.02,2,0.05,400.48
ORD-00892,2025-08-03,2025-08-08,CUST-0361,Consumer,East,Georgia,Atlanta,Office Supplies,Paper,Recycled Paper Pack,24.41,1,0.15,3.61
ORD-00088,2025-08-03,2025-08-08,CUST-0362,Small Business,West,Oregon,Eugene,Technology,Phones,Budget Smartphone X,735.6,2,0.1,104.08
ORD-00962,2025-08-04,2025-08-05,CUST-0065,Consumer,West,California,San Diego,Office Supplies,Storage,Archive Box Set,30.63,1,0.1,5.54
ORD-00199,2025-08-04,2025-08-06,CUST-0314,Consumer,Central,Ohio,Cleveland,Office Supplies,Paper,Premium Printing Paper,42.42,1,0.0,9.56
ORD-00724,2025-08-04,2025-08-05,CUST-0247,Consumer,South,Tennessee,Knoxville,Office Supplies,Storage,Archive Box Set,65.44,2,0.05,11.96
ORD-01411,2025-08-04,2025-08-07,CUST-0284,Consumer,South,Alabama,Mobile,Office Supplies,Storage,Desktop Organizer,200.11,7,0.0,45.95
ORD-00505,2025-08-04,2025-08-09,CUST-0035,Small Business,West,Nevada,Las Vegas,Technology,Phones,Smartphone Pro 12,2857.05,4,0.1,342.39
ORD-01087,2025-08-04,2025-08-07,CUST-0385,Corporate,East,Georgia,Savannah,Office Supplies,Storage,File Storage Box,96.7,5,0.05,18.42
ORD-00049,2025-08-05,2025-08-06,CUST-0197,Corporate,Central,Ohio,Cincinnati,Technology,Phones,5G Phone Max,4220.54,7,0.0,870.53
ORD-00042,2025-08-05,2025-08-08,CUST-0173,Consumer,West,Nevada,Reno,Technology,Phones,Budget Smartphone X,2825.86,7,0.05,363.92
ORD-01257,2025-08-05,2025-08-08,CUST-0279,Corporate,West,Oregon,Eugene,Office Supplies,Binders,A4 Ring Binder,47.35,4,0.0,9.77
ORD-00898,2025-08-05,2025-08-08,CUST-0128,Consumer,South,North Carolina,Raleigh,Technology,Phones,Budget Smartphone X,1227.91,3,0.0,179.65
ORD-01093,2025-08-05,2025-08-08,CUST-0125,Consumer,West,Arizona,Tucson,Furniture,Desks,Standing Desk,2488.75,5,0.0,333.03
ORD-00243,2025-08-06,2025-08-10,CUST-0011,Corporate,West,California,Fresno,Office Supplies,Paper,Recycled Paper Pack,207.78,7,0.0,43.54
ORD-00103,2025-08-06,2025-08-07,CUST-0061,Corporate,West,California,San Diego,Technology,Phones,Budget Smartphone X,2801.16,7,0.0,523.83
ORD-01014,2025-08-06,2025-08-07,CUST-0246,Consumer,Central,Michigan,Grand Rapids,Technology,Laptops,Business Laptop 14,2548.52,3,0.0,448.06
ORD-01209,2025-08-06,2025-08-10,CUST-0138,Consumer,East,Florida,Jacksonville,Office Supplies,Paper,Copy Paper Box,109.12,4,0.1,17.68
ORD-00910,2025-08-06,2025-08-10,CUST-0335,Consumer,Central,Texas,Houston,Furniture,Desks,Office Work Desk,1213.28,4,0.0,206.65
ORD-01249,2025-08-06,2025-08-09,CUST-0049,Consumer,West,Arizona,Phoenix,Office Supplies,Storage,Archive Box Set,128.28,4,0.1,25.81
ORD-00429,2025-08-07,2025-08-08,CUST-0227,Consumer,South,Alabama,Montgomery,Furniture,Chairs,Ergonomic Office Chair,478.99,2,0.05,58.59
ORD-01306,2025-08-07,2025-08-10,CUST-0367,Consumer,West,Oregon,Portland,Office Supplies,Paper,Copy Paper Box,140.32,5,0.15,23.8
ORD-00443,2025-08-07,2025-08-11,CUST-0181,Consumer,West,Arizona,Tucson,Furniture,Desks,Office Work Desk,1121.73,4,0.2,63.26
ORD-01395,2025-08-07,2025-08-08,CUST-0044,Corporate,East,Florida,Orlando,Office Supplies,Storage,File Storage Box,125.23,6,0.1,27.21
ORD-00902,2025-08-08,2025-08-13,CUST-0119,Consumer,East,New York,Buffalo,Office Supplies,Paper,Recycled Paper Pack,173.64,7,0.05,37.79
ORD-01424,2025-08-08,2025-08-10,CUST-0344,Consumer,Central,Illinois,Peoria,Technology,Phones,Budget Smartphone X,2665.86,7,0.1,292.69
ORD-00389,2025-08-08,2025-08-12,CUST-0051,Consumer,West,Oregon,Eugene,Technology,Accessories,USB-C Hub,126.94,3,0.2,9.6
ORD-00919,2025-08-08,2025-08-11,CUST-0187,Consumer,East,Florida,Miami,Office Supplies,Paper,Copy Paper Box,30.59,1,0.0,7.51
ORD-00126,2025-08-08,2025-08-10,CUST-0243,Small Business,South,Alabama,Mobile,Office Supplies,Paper,Copy Paper Box,64.43,2,0.05,15.89
ORD-00970,2025-08-08,2025-08-10,CUST-0043,Consumer,Central,Michigan,Grand Rapids,Office Supplies,Binders,A4 Ring Binder,18.69,2,0.2,2.26
ORD-00309,2025-08-08,2025-08-10,CUST-0332,Small Business,Central,Wisconsin,Madison,Furniture,Tables,Meeting Table,889.48,2,0.2,46.83
ORD-00351,2025-08-08,2025-08-13,CUST-0111,Small Business,Central,Texas,Austin,Office Supplies,Storage,Desktop Organizer,174.7,7,0.0,42.32
ORD-00812,2025-08-08,2025-08-11,CUST-0028,Consumer,Central,Texas,Dallas,Furniture,Desks,Standing Desk,2058.35,4,0.0,318.53
ORD-00140,2025-08-09,2025-08-12,CUST-0021,Consumer,Central,Texas,San Antonio,Office Supplies,Storage,Archive Box Set,93.72,3,0.15,16.05
ORD-01273,2025-08-09,2025-08-13,CUST-0049,Consumer,South,South Carolina,Columbia,Office Supplies,Storage,Desktop Organizer,69.76,3,0.15,9.66
ORD-00974,2025-08-09,2025-08-11,CUST-0167,Consumer,West,California,Fresno,Technology,Laptops,Business Laptop 14,3297.5,4,0.15,344.58
ORD-01168,2025-08-09,2025-08-12,CUST-0285,Corporate,West,Arizona,Tucson,Office Supplies,Binders,Document Folder Set,15.78,1,0.0,3.92
ORD-00238,2025-08-09,2025-08-10,CUST-0183,Consumer,East,Georgia,Augusta,Office Supplies,Binders,Premium Binder,88.79,5,0.0,23.52
ORD-00124,2025-08-09,2025-08-12,CUST-0202,Consumer,East,Georgia,Augusta,Technology,Laptops,Ultrabook Air 13,3882.65,3,0.0,831.61
ORD-00780,2025-08-09,2025-08-11,CUST-0039,Consumer,East,Florida,Orlando,Office Supplies,Paper,Copy Paper Box,32.78,1,0.0,8.54
ORD-00784,2025-08-09,2025-08-12,CUST-0093,Consumer,South,Louisiana,New Orleans,Technology,Accessories,Mechanical Keyboard,132.35,2,0.1,17.16
ORD-00432,2025-08-10,2025-08-15,CUST-0038,Small Business,South,North Carolina,Charlotte,Technology,Laptops,Business Laptop 14,4007.09,5,0.1,577.0
ORD-00397,2025-08-10,2025-08-14,CUST-0200,Consumer,South,South Carolina,Columbia,Furniture,Chairs,Visitor Chair,175.56,2,0.3,-0.84
ORD-00722,2025-08-11,2025-08-14,CUST-0135,Corporate,South,South Carolina,Charleston,Office Supplies,Paper,Premium Printing Paper,60.96,2,0.3,4.75
ORD-01392,2025-08-11,2025-08-16,CUST-0375,Corporate,South,South Carolina,Columbia,Office Supplies,Binders,Document Folder Set,9.67,1,0.3,0.59
ORD-00040,2025-08-11,2025-08-16,CUST-0168,Small Business,Central,Wisconsin,Milwaukee,Technology,Laptops,Gaming Laptop G5,5307.93,4,0.1,760.86
ORD-00256,2025-08-12,2025-08-15,CUST-0006,Small Business,West,Washington,Seattle,Office Supplies,Paper,Premium Printing Paper,258.41,6,0.05,53.44
ORD-00718,2025-08-13,2025-08-15,CUST-0054,Consumer,West,Arizona,Phoenix,Furniture,Chairs,Visitor Chair,373.56,3,0.1,39.87
ORD-01499,2025-08-13,2025-08-14,CUST-0172,Consumer,Central,Wisconsin,Madison,Technology,Accessories,Wireless Mouse,27.97,1,0.1,2.9
ORD-01437,2025-08-13,2025-08-18,CUST-0284,Consumer,Central,Illinois,Peoria,Furniture,Desks,Compact Study Desk,551.39,3,0.1,68.16
ORD-00070,2025-08-13,2025-08-17,CUST-0015,Consumer,East,Pennsylvania,Pittsburgh,Technology,Accessories,USB-C Hub,240.01,6,0.2,15.69
ORD-00022,2025-08-14,2025-08-18,CUST-0158,Corporate,West,California,Fresno,Furniture,Chairs,Visitor Chair,528.01,4,0.0,73.57
ORD-00799,2025-08-14,2025-08-15,CUST-0292,Corporate,South,Alabama,Mobile,Office Supplies,Paper,Recycled Paper Pack,181.81,7,0.1,38.79
ORD-00578,2025-08-14,2025-08-19,CUST-0273,Consumer,South,Louisiana,Baton Rouge,Furniture,Tables,Meeting Table,1378.53,3,0.1,138.03
ORD-00945,2025-08-14,2025-08-18,CUST-0359,Corporate,South,Alabama,Birmingham,Technology,Laptops,Business Laptop 14,887.85,1,0.0,178.13
ORD-00573,2025-08-14,2025-08-15,CUST-0007,Consumer,East,Virginia,Norfolk,Technology,Laptops,Business Laptop 14,1172.09,2,0.3,16.56
ORD-00470,2025-08-14,2025-08-15,CUST-0139,Corporate,South,Tennessee,Knoxville,Office Supplies,Paper,Premium Printing Paper,172.26,5,0.2,21.54
ORD-00378,2025-08-14,2025-08-18,CUST-0101,Corporate,South,Alabama,Montgomery,Office Supplies,Paper,Recycled Paper Pack,54.15,2,0.1,8.22
ORD-00153,2025-08-14,2025-08-18,CUST-0190,Consumer,West,Nevada,Las Vegas,Technology,Phones,Smartphone Pro 12,1289.4,2,0.2,83.24
ORD-00692,2025-08-14,2025-08-19,CUST-0167,Corporate,West,Washington,Seattle,Technology,Accessories,Wireless Mouse,69.79,3,0.15,6.69
ORD-00045,2025-08-15,2025-08-16,CUST-0012,Consumer,East,Virginia,Virginia Beach,Office Supplies,Paper,Recycled Paper Pack,141.52,7,0.3,10.12
